,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
344,Collected Fictions,Jorge Luis Borges,20811,933,4.58,565.0,1998.0,0,"['Fiction', 'Short Stories', 'Classics']",,https://www.goodreads.com/book/show/17961.Collected_Fictions,9.517,4.143
345,Prince Caspian,C.S. Lewis,358424,7443,3.97,240.0,1951.0,1,"['Fantasy', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/2052.The_Big_Sleep,5.832,0.458
346,The Big Sleep,Raymond Chandler,130574,5839,3.98,231.0,1939.0,1,"['Mystery', 'Fiction', 'Classics']",['Anthony Award Nominee for Best Novel of the Century (2000)'],https://www.goodreads.com/book/show/121749.Prince_Caspian,5.893,0.518
347,A Suitable Boy,Vikram Seth,42866,2444,4.12,1474.0,1993.0,1,"['Fiction', 'Cultural', 'India']","['WH Smith Literary Award (1994)', ""Commonwealth Writers' Prize for Best Book Overall (1994)""]",https://www.goodreads.com/book/show/50365.A_Suitable_Boy,6.738,1.364
348,Snow Crash,Neal Stephenson,240282,9349,4.02,559.0,1992.0,0,"['Science Fiction', 'Fiction', 'Science Fiction']","['Arthur C. Clarke Award Nominee (1994)', 'British Science Fiction Association Award Nominee (1993)', ""Grand Prix de l'Imaginaire for Roman étranger (1997)"", 'Prometheus Award Nominee for Best Novel (1993)', 'Washington State Book Award (1993)', 'Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)']",https://www.goodreads.com/book/show/40651883-snow-crash,6.134,0.76
349,Carrie,Stephen King,534591,14667,3.97,253.0,1974.0,0,"['Horror', 'Fiction', 'Thriller']",,https://www.goodreads.com/book/show/10592.Carrie,5.832,0.458
350,Prodigal Summer,Barbara Kingsolver,100288,6331,3.99,444.0,2000.0,0,"['Fiction', 'Contemporary', 'Environment']",,https://www.goodreads.com/book/show/14249.Prodigal_Summer,5.953,0.579
351,American Pastoral,Philip Roth,67103,4646,3.92,432.0,1997.0,1,"['Fiction', 'Classics', 'Literature']","['Pulitzer Prize for Fiction (1998)', 'Audie Award for Solo Narration - Male (1998)', 'Prix du Meilleur Livre Étranger for Roman (2000)', 'National Book Critics Circle Award Nominee for Fiction (1997)', 'International Dublin Literary Award Nominee (1999)']",https://www.goodreads.com/book/show/16735.The_Prince_of_Tides,5.53,0.156
352,The Prince of Tides,Pat Conroy,196063,4309,4.23,679.0,1986.0,0,"['Fiction', 'Classics', 'American']",,https://www.goodreads.com/book/show/11650.American_Pastoral,7.403,2.028
353,The Horse and His Boy,C.S. Lewis,283206,7820,3.91,224.0,1954.0,1,"['Fantasy', 'Classics', 'Fiction']",,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,5.47,0.096
354,The Moon Is a Harsh Mistress,Robert A. Heinlein,117634,3888,4.15,288.0,1966.0,0,"['Science Fiction', 'Fiction', 'Classics']","['Hugo Award for Best Novel (1967)', 'Nebula Award Nominee for Best Novel (1966)', 'Prometheus Hall of Fame Award (1983)']",https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,6.919,1.545
355,The Murder of Roger Ackroyd,Agatha Christie,162063,11399,4.24,288.0,1926.0,1,"['Mystery', 'Fiction', 'Classics']",['Anthony Award Nominee for Best Novel of the Century (2000)'],https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,7.463,2.089
356,The Eye of the World,Robert Jordan,402578,13020,4.17,814.0,1990.0,1,"['Fantasy', 'Fiction', 'Fantasy']",['Locus Award Nominee for Best Fantasy Book (1991)'],https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,7.04,1.666
357,Invisible Cities,Italo Calvino,64690,4540,4.11,165.0,1972.0,0,"['Fiction', 'Classics', 'Fantasy']","['Nebula Award Nominee for Best Novel (1976)', 'National Book Award Finalist for Translation (1975)']",https://www.goodreads.com/book/show/9809.Invisible_Cities,6.678,1.304
358,The Myth of Sisyphus and Other Essays,Albert Camus,41854,1268,4.21,212.0,1942.0,0,"['Philosophy', 'Nonfiction', 'Writing']",,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays,7.282,1.908
359,Animal Farm / 1984,George Orwell,167426,2085,4.29,400.0,1948.0,0,"['Classics', 'Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/5472.Animal_Farm_1984,7.765,2.391
360,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,405184,13977,4.19,368.0,1997.0,0,"['Nonfiction', 'Adventure', 'Autobiography']","['Pulitzer Prize Nominee for General Nonfiction (1998)', 'ALA Alex Award (1998)', 'National Book Critics Circle Award Nominee for General Nonfiction (1997)', 'Boardman Tasker Prize Nominee for Mountain Literature (1997)']",https://www.goodreads.com/book/show/1898.Into_Thin_Air,7.161,1.787
361,Stuart Little,E.B. White,112093,2893,3.89,131.0,1945.0,0,"['Childrens', 'Classics', 'Fiction']",['Laura Ingalls Wilder Award (1970)'],https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,5.349,-0.025
362,How to Win Friends and Influence People,Dale Carnegie,642060,15985,4.21,288.0,1936.0,0,"['Nonfiction', 'Self Help', 'Business']",,https://www.goodreads.com/book/show/138959.Stuart_Little,7.282,1.908
363,The Woman in the Dunes,Kōbō Abe,22779,1852,3.91,241.0,1962.0,0,"['Fiction', 'Cultural', 'Japan']","['Prix du Meilleur Livre Étranger for Roman (1967)', 'Yomiuri Prize 読売文学賞 for Fiction (1962)']",https://www.goodreads.com/book/show/9998.The_Woman_in_the_Dunes,5.47,0.096
364,V for Vendetta,Alan Moore,270199,5619,4.25,296.0,1990.0,1,"['Sequential Art', 'Graphic Novels', 'Sequential Art']","['Prometheus Hall of Fame Award (2006)', 'Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)']",https://www.goodreads.com/book/show/5805.V_for_Vendetta,7.523,2.149
365,Mythology,Edith Hamilton,45679,2480,4.01,497.0,1942.0,0,"['Fantasy', 'Mythology', 'Classics']",,https://www.goodreads.com/book/show/414999.Childhood_s_End,6.074,0.7
366,Childhood's End,Arthur C. Clarke,134104,5511,4.1,224.0,1953.0,0,"['Science Fiction', 'Fiction', 'Classics']",['Retro Hugo Award Nominee for Best Novel (2004)'],https://www.goodreads.com/book/show/23522.Mythology,6.617,1.243
367,Johnny Got His Gun,Dalton Trumbo,34860,2313,4.18,309.0,1939.0,0,"['Fiction', 'Classics', 'War']",['National Book Award for Most Original Book (1939)'],https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,7.101,1.726
368,Number the Stars,Lois Lowry,461052,13643,4.15,137.0,1989.0,0,"['Historical', 'Historical Fiction', 'Young Adult']","['Newbery Medal (1990)', ""National Jewish Book Award for Children's Literature (1990)"", 'Sydney Taylor Book Award for Older Readers (1989)', ""Jane Addams Children's Book Award Nominee (1990)"", 'Charlotte Award (1992)', ""Dorothy Canfield Fisher Children's Book Award (1991)"", ""Charlie May Simon Children's Book Award (1992)"", ""Rebecca Caudill Young Readers' Book Award (1992)""]",https://www.goodreads.com/book/show/47281.Number_the_Stars,6.919,1.545
369,Just So Stories,Rudyard Kipling,45755,1362,4.06,210.0,1902.0,0,"['Classics', 'Fiction', 'Short Stories']",['Lewis Carroll Shelf Award (1967)'],https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,6.376,1.002
370,My Name Is Asher Lev,Chaim Potok,36371,2777,4.21,369.0,1972.0,1,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/34053.Just_So_Stories,7.282,1.908
371,Stopping by Woods on a Snowy Evening,Robert Frost,9643,374,4.4,32.0,1969.0,0,"['Poetry', 'Classics', 'Childrens']",,https://www.goodreads.com/book/show/38374795-howards-end,8.43,3.055
372,Howards End,E.M. Forster,80297,3237,3.95,318.0,1910.0,0,"['Classics', 'Fiction', 'Historical']",,https://www.goodreads.com/book/show/12201.Stopping_by_Woods_on_a_Snowy_Evening,5.711,0.337
373,Ethan Frome,Edith Wharton,110822,5538,3.41,99.0,1911.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/4631.A_Moveable_Feast,2.45,-2.925
374,A Moveable Feast,Ernest Hemingway,121119,8264,4.03,192.0,1964.0,0,"['Classics', 'Nonfiction', 'Autobiography']",,https://www.goodreads.com/book/show/5246.Ethan_Frome,6.195,0.82
375,The Last Temptation of Christ,Nikos Kazantzakis,12326,856,4.17,506.0,1955.0,0,"['Fiction', 'Religion', 'Classics']",,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,7.04,1.666
376,The Sirens of Titan,Kurt Vonnegut Jr.,118178,4844,4.14,224.0,1959.0,0,"['Science Fiction', 'Fiction', 'Classics']","['Hugo Award Nominee for Best Novel (1960)', 'Seiun Award 星雲賞 for Best Foreign Novel (1973)']",https://www.goodreads.com/book/show/8737.The_Last_Temptation_of_Christ,6.859,1.485
377,Hawaii,James A. Michener,72352,1719,4.2,1136.0,1959.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/12658.Hawaii,7.221,1.847
378,The Good Soldier Švejk,Jaroslav Hašek,15189,989,4.11,752.0,1923.0,1,"['Fiction', 'Classics', 'European Literature']",['Kääntäjien valtionpalkinto (1992)'],https://www.goodreads.com/book/show/7629.The_Good_Soldier_vejk,6.678,1.304
379,I Capture the Castle,Dodie Smith,86146,8653,4.0,408.0,1948.0,0,"['Classics', 'Fiction', 'Young Adult']",,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,6.013,0.639
380,Mother Night,Kurt Vonnegut Jr.,79963,3250,4.2,282.0,1961.0,0,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/9592.Mother_Night,7.221,1.847
381,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews",Nicolas Tredell,2999,64,3.8,192.0,1997.0,1,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/119324.The_Subtle_Knife,4.805,-0.569
382,The Subtle Knife,Philip Pullman,377748,10280,4.13,326.0,,1,"['Fantasy', 'Young Adult', 'Fiction']","[""Audie Award for Children's Titles Ages 8-12 (2001)"", 'North East Teenage Book Award Nominee (1999)']",https://www.goodreads.com/book/show/50181.F_Scott_Fitzgerald,6.799,1.424
383,The Amber Spyglass,Philip Pullman,308339,10645,4.08,467.0,2000.0,1,"['Fantasy', 'Young Adult', 'Fiction']","['Booker Prize Nominee for Longlist (2001)', 'Locus Award Nominee for Best Fantasy Novel (2001)', ""Whitbread Award for Children's Book of the Year and Book of the Year (2001)"", ""British Book Award for Children's Book of the Year (2001)"", ""Audie Award for Children's Titles Ages 8-12 (2002)"", ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2002)""]",https://www.goodreads.com/book/show/13872.Geek_Love,6.497,1.122
384,Geek Love,Katherine Dunn,61214,5887,3.95,348.0,1989.0,0,"['Fiction', 'Horror', 'Fantasy']",['National Book Award Finalist for Fiction (1989)'],https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,5.711,0.337
385,The True Confessions of Charlotte Doyle,Avi,80322,3359,3.83,278.0,1990.0,0,"['Historical', 'Historical Fiction', 'Young Adult']","['Newbery Medal Nominee (1991)', ""Massachusetts Children's Book Award (1996)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1992)"", 'Evergreen Teen Book Award (1993)', 'Sunshine State Young Readers Award (1993)', ""Judy Lopez Memorial Award for Children's Literature (1991)""]",https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle,4.987,-0.388
386,100 Selected Poems,E.E. Cummings,26710,511,4.3,121.0,1954.0,0,"['Poetry', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/76889.100_Selected_Poems,7.826,2.451
387,Corelli's Mandolin,Louis de Bernières,77785,2844,3.98,437.0,1994.0,0,"['Fiction', 'Historical', 'Historical Fiction']","[""Commonwealth Writers' Prize for Best Book Overall (1995)""]",https://www.goodreads.com/book/show/6259.Birdsong,5.893,0.518
388,Birdsong: A Novel of Love and War,Sebastian Faulks,69440,3257,4.09,483.0,1993.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['Premio Internacional de Novela Histórica Ciudad de Zaragoza (2010)'],https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,6.557,1.183
389,A Raisin in the Sun,Lorraine Hansberry,68951,3231,3.82,162.0,1959.0,0,"['Plays', 'Classics', 'Fiction']","[""New York Drama Critics' Circle Award for Best American Play (1959)"", 'Audie Award for Multi-Voiced Performance (2012)']",https://www.goodreads.com/book/show/5517.A_Raisin_in_the_Sun,4.926,-0.448
390,"Alas, Babylon",Pat Frank,40022,3311,4.07,323.0,1959.0,0,"['Fiction', 'Science Fiction', 'Apocalyptic']",['Audie Award for Fiction (2012)'],https://www.goodreads.com/book/show/38169.Alas_Babylon,6.436,1.062
391,The Dispossessed,Ursula K. Le Guin,91513,5846,4.2,387.0,1974.0,1,"['Science Fiction', 'Fiction', 'Fantasy']","['Hugo Award for Best Novel (1975)', 'Nebula Award for Best Novel (1974)', 'Prometheus Hall of Fame Award (1993)', 'Locus Award for Best Novel (1975)', 'Jupiter Award for Best Novel (1975)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975)', 'Ditmar Award Nominee for Best International Long Fiction (1975)', 'Premi Ictineu for Millor novel·la traduïda (2019)']",https://www.goodreads.com/book/show/13651.The_Dispossessed,7.221,1.847
392,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,104660,2993,4.16,1614.0,1960.0,0,"['History', 'Nonfiction', 'War']","['National Book Award for Nonfiction (1961)', 'Cornelius Ryan Award (1960)']",https://www.goodreads.com/book/show/767171.The_Rise_and_Fall_of_the_Third_Reich,6.98,1.606
393,Ella Enchanted,Gail Carson Levine,393621,10359,3.98,232.0,1997.0,1,"['Fantasy', 'Young Adult', 'Fiction']","['Newbery Medal Nominee (1998)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1999)"", 'Grand Canyon Reader Award for Teen Book (1999)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (2000)', ""Dorothy Canfield Fisher Children's Book Award (1999)"", 'Iowa Teen Award (2000)', 'California Young Readers Medal for Middle School/Junior High (2000)', ""Rebecca Caudill Young Readers' Book Award (2000)""]",https://www.goodreads.com/book/show/24337.Ella_Enchanted,5.893,0.518
394,A Town Like Alice,Nevil Shute,49863,3609,4.14,359.0,1950.0,0,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/107301.A_Town_Like_Alice,6.859,1.485
395,Harold and the Purple Crayon,Crockett Johnson,129165,2139,4.25,64.0,1955.0,1,"['Childrens', 'Picture Books', 'Childrens']",,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,7.523,2.149
396,Jitterbug Perfume,Tom Robbins,70485,3663,4.21,342.0,1984.0,0,"['Fiction', 'Fantasy', 'Humor']",,https://www.goodreads.com/book/show/98573.Harold_and_the_Purple_Crayon,7.282,1.908
397,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,43761,1874,4.28,777.0,1979.0,0,"['Science', 'Nonfiction', 'Philosophy']","['Pulitzer Prize for General Nonfiction (1980)', 'National Book Award for Science (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for General Nonfiction (1979)']",https://www.goodreads.com/book/show/24113.G_del_Escher_Bach,7.705,2.33
398,The Winds of War,Herman Wouk,52114,1568,4.36,896.0,1971.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/21484.The_Winds_of_War,8.188,2.814
399,The Sparrow,Mary Doria Russell,65733,7370,4.12,516.0,1996.0,1,"['Science Fiction', 'Fiction', 'Fantasy']","['Arthur C. Clarke Award (1998)', 'Kurd-Laßwitz-Preis for Foreign Novel (2001)', 'British Science Fiction Association Award for Best Novel (1997)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1997)', 'James Tiptree Jr. Award (1996)', 'Puddly Award for Science Fiction (2001)']",https://www.goodreads.com/book/show/334176.The_Sparrow,6.738,1.364
400,Winter's Tale,Mark Helprin,26494,4189,3.5,748.0,1983.0,0,"['Fiction', 'Fantasy', 'Historical']",,https://www.goodreads.com/book/show/12967.Winter_s_Tale,2.993,-2.381
401,Contact,Carl Sagan,127028,3293,4.13,580.0,1985.0,0,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",['Locus Award for Best First Novel (1986)'],https://www.goodreads.com/book/show/61666.Contact,6.799,1.424
402,The Accidental Tourist,Anne Tyler,99834,2343,3.9,352.0,1985.0,0,"['Fiction', 'Contemporary', 'Literary Fiction']","['Pulitzer Prize Nominee for Fiction (1986)', 'Ambassador Book Award for Fiction (1986)', 'Los Angeles Times Book Prize Nominee for Fiction (1985)', 'National Book Critics Circle Award for Fiction (1985)']",https://www.goodreads.com/book/show/60792.The_Accidental_Tourist,5.409,0.035
403,The Foundation Trilogy,Isaac Asimov,90324,1543,4.41,679.0,1953.0,1,"['Science Fiction', 'Fiction', 'Classics']",['Hugo Award for Best All-Time Series (1966)'],https://www.goodreads.com/book/show/243705.The_Collector,8.49,3.116
404,The Collector,John Fowles,59216,3850,3.99,283.0,1963.0,0,"['Fiction', 'Horror', 'Classics']",,https://www.goodreads.com/book/show/46654.The_Foundation_Trilogy,5.953,0.579
405,Finnegans Wake,James Joyce,11630,953,3.67,628.0,1939.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/6174.Survival_in_Auschwitz,4.02,-1.354
406,Survival in Auschwitz,Primo Levi,51529,2183,4.29,187.0,1947.0,1,"['Nonfiction', 'History', 'World War II']",,https://www.goodreads.com/book/show/11013.Finnegans_Wake,7.765,2.391
407,Death in Venice and Other Tales,Thomas Mann,15980,408,3.91,384.0,1911.0,0,"['Fiction', 'Classics', 'Short Stories']",,https://www.goodreads.com/book/show/53064.Death_in_Venice_and_Other_Tales,5.47,0.096
408,Down and Out in Paris and London,George Orwell,64932,4266,4.08,213.0,1933.0,0,"['Nonfiction', 'Classics', 'Autobiography']",,https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London,6.497,1.122
409,The Power and the Glory,Graham Greene,34706,2224,3.96,222.0,1940.0,0,"['Fiction', 'Classics', 'Literature']",['Hawthornden Prize (1941)'],https://www.goodreads.com/book/show/431.The_New_York_Trilogy,5.772,0.398
410,The New York Trilogy,Paul Auster,63845,3383,3.87,308.0,1987.0,1,"['Fiction', 'Mystery', 'Literature']",,https://www.goodreads.com/book/show/3690.The_Power_and_the_Glory,5.228,-0.146
411,Pet Sematary,Stephen King,437232,14667,4.0,576.0,1983.0,0,"['Horror', 'Fiction', 'Thriller']","['Locus Award Nominee for Best Fantasy Novel (1984)', 'World Fantasy Award Nominee for Best Novel (1984)']",https://www.goodreads.com/book/show/10583.Pet_Sematary,6.013,0.639
412,The Illustrated Man,Ray Bradbury,82281,4010,4.12,186.0,1951.0,0,"['Science Fiction', 'Short Stories', 'Fiction']","['International Fantasy Award Nominee for Fiction (1952)', 'Analog Award Nominee for All-Time Best Book (1952)']",https://www.goodreads.com/book/show/24830.The_Illustrated_Man,6.738,1.364
413,Starship Troopers,Robert A. Heinlein,196569,5730,4.0,335.0,1959.0,0,"['Science Fiction', 'Fiction', 'Classics']",['Hugo Award for Best Novel (1960)'],https://www.goodreads.com/book/show/17214.Starship_Troopers,6.013,0.639
414,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,32985,1818,3.77,175.0,1992.0,0,"['Nonfiction', 'Travel', 'Biography']",,https://www.goodreads.com/book/show/172732.The_Motorcycle_Diaries,4.624,-0.75
