,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
255,1969,Ursula K. Le Guin,"['Hugo Award for Best Novel (1970)', 'Nebula Award for Best Novel (1969)', 'James Tiptree Jr. Award for Retrospective (1995)', 'Margaret A. Edwards Award (2004)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,304,124299,4.08,9504,The Left Hand of Darkness,1
256,1955,Flannery O'Connor,,"['Short Stories', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/48464.A_Good_Man_is_Hard_to_Find_and_Other_Stories,252,39266,4.21,2359,A Good Man is Hard to Find and Other Stories,0
257,1956,C.S. Lewis,"['Audie Award for Inspirational/Faith-Based Fiction (2005)', 'Carnegie Medal (1956)']","['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/84369.The_Last_Battle,288,229308,4.01,6653,The Last Battle,1
258,1949,Simone de Beauvoir,,"['Feminism', 'Nonfiction', 'Philosophy']",https://www.goodreads.com/book/show/457264.The_Second_Sex,746,31699,4.13,1459,The Second Sex,1
259,1990,Anne Rice,['Locus Award for Best Dark Fantasy/Horror Novel (1991)'],"['Horror', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/11901.The_Witching_Hour,1207,103358,4.10,3759,The Witching Hour,1
260,1994,David Guterson,"['Anthony Award Nominee for Best First Novel (1995)', 'PEN/Faulkner Award for Fiction (1995)', 'American Booksellers Book Of The Year  Award for Adult Trade (1996)', 'Martin Beck Award (1996)', 'Barnes and Noble Discover Great New Writers Award (1994)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/682804.The_Killer_Angels,460,168109,3.84,4863,Snow Falling on Cedars,0
261,1974,Michael Shaara,['Pulitzer Prize for Fiction (1975)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,345,76157,4.31,4870,The Killer Angels,1
262,1948,Alan Paton,['Anisfield-Wolf Book Award for Fiction (1949)'],"['Fiction', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,316,68903,3.89,4093,"Cry, the Beloved Country",0
263,1988,Barbara Kingsolver,,"['Fiction', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/30868.The_Bean_Trees,232,136163,3.97,6526,The Bean Trees,1
264,1966,Thomas Pynchon,['Rosenthal Family Foundation Award (1967)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/10979.Light_in_August,152,73307,3.69,4560,The Crying of Lot 49,0
265,1932,William Faulkner,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/2794.The_Crying_of_Lot_49,507,57195,3.92,2591,Light in August,0
266,1984,Tom Clancy,,"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/616828.Heart_of_Darkness_and_The_Secret_Sharer,432,340447,4.08,3168,The Hunt for Red October,1
267,1910,Joseph Conrad,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,176,16577,3.50,820,Heart of Darkness and The Secret Sharer,0
268,2000,Margaret Atwood,"['Booker Prize (2000)', 'Orange Prize Nominee for Fiction Shortlist (2001)', 'Hammett Prize (2000)', 'Puddly Award for New Novel (2001)', 'International Dublin Literary Award Nominee for Shortlist (2002)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/78433.The_Blind_Assassin,637,137836,3.95,7953,The Blind Assassin,0
269,1906,Jack London,,"['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/43035.White_Fang,252,157626,3.98,4802,White Fang,0
270,1929,Dashiell Hammett,"['Anthony Award Nominee for Best Novel of the Century (2000)', 'Audie Award for Audiobook Adaptation (2010)', 'Grammy Award Nominee for Best Spoken Word Album (2010)']","['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/249.Tropic_of_Cancer,213,92505,3.90,5033,The Maltese Falcon,0
271,1934,Henry Miller,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,318,66231,3.67,3333,Tropic of Cancer,1
272,1993,Annie Proulx,"['Pulitzer Prize for Fiction (1994)', 'National Book Award for Fiction (1993)', 'Irish Times International Fiction Prize (1993)', 'Chicago Tribune Heartland Prize for Fiction (1993)', 'National Book Critics Circle Award Nominee for Fiction (1993)']","['Fiction', 'Contemporary', 'Literature']",https://www.goodreads.com/book/show/7354.The_Shipping_News,337,131612,3.86,5099,The Shipping News,0
273,1982,Thomas Keneally,"['Booker Prize (1982)', 'Los Angeles Times Book Prize for Fiction (1983)']","['History', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/375013.Schindler_s_List,429,147320,4.33,2327,Schindler's List,0
274,1951,Isaac Asimov,,"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/29579.Foundation,244,420270,4.17,10090,Foundation,1
275,1985,Don DeLillo,"['National Book Award for Fiction (1985)', 'National Book Critics Circle Award Nominee for Fiction (1985)']","['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/28251250-white-noise,320,87994,3.87,5101,White Noise,0
276,1928,A.A. Milne,['Lewis Carroll Shelf Award (1958)'],"['Classics', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/5308.The_Pearl,180,82651,4.36,1472,The House at Pooh Corner,1
277,1947,John Steinbeck,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,96,191112,3.48,8767,The Pearl,0
278,2000,Dave Eggers,"['Pulitzer Prize Nominee for General Nonfiction (2001)', 'Guardian First Book Award Nominee (2000)', 'Borders Original Voices Award for Nonfiction (2000)', 'Puddly Award for Memoir (2001)']","['Fiction', 'Contemporary', 'Literature']",https://www.goodreads.com/book/show/46799.Go_Ask_Alice,485,174393,3.68,9219,A Heartbreaking Work of Staggering Genius,0
279,1971,Beatrice Sparks,,"['Young Adult', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,213,238875,3.76,10796,Go Ask Alice,0
280,1982,Stephen King,,"['Fantasy', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,231,525401,3.94,19316,The Gunslinger,1
281,1962,Ray Bradbury,,"['Horror', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/43615.The_Gunslinger,293,104136,3.93,7195,Something Wicked This Way Comes,1
282,1970,Judy Blume,"['Young Hoosier Book Award (1976)', 'Nene Award (1975)', ""North Dakota Children's Choice Award (1979)"", 'Golden Archer Award (1974)']","['Young Adult', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/7714.Pygmalion,149,193750,3.90,6681,"Are You There God? It's Me, Margaret",0
283,1913,George Bernard Shaw,,"['Classics', 'Plays', 'Fiction']",https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,82,88449,3.90,2422,Pygmalion,0
284,1930,Hermann Hesse,['Schlegel-Tieck Prize Nominee for Leila Vennewitz (1994)'],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/5954.Narcissus_and_Goldmund,320,46576,4.21,2068,Narcissus and Goldmund,0
285,1999,Laurie Halse Anderson,"['SCBWI Golden Kite Award for Fiction (1999)', 'Edgar Award Nominee for Best Young Adult (2000)', 'Michael L. Printz Award Nominee (2000)', 'South Carolina Book Award for Young Adult Book Award (2002)', 'Rhode Island Teen Book Award Nominee (2001)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2001)"", 'Evergreen Teen Book Award (2002)', 'Boston Globe-Horn Book Award (2000)', 'California Young Readers Medal Nominee for Young Adult (2003)', 'Lincoln Award Nominee (2005)', ""National Book Award Finalist for Young People's Literature (1999)"", 'Oklahoma Sequoyah Award for YA (2002)', 'Margaret A. Edwards Award (2009)']","['Young Adult', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/439288.Speak,202,491710,4.02,23783,Speak,0
286,1983,Roald Dahl,"[""Whitbread Award for Children's Novel (1983)"", 'Books I Loved Best Yearly (BILBY) Awards for Read Alone (1993)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1986)""]","['Fantasy', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/6327.The_Witches,208,325881,4.16,7959,The Witches,0
287,1977,Toni Morrison,"['Janet Heidinger Kafka Prize (1977)', 'National Book Critics Circle Award for Fiction (1977)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/11334.Song_of_Solomon,337,87935,4.09,3940,Song of Solomon,0
288,1909,Gaston Leroux,,"['Classics', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/39662.Different_Seasons,360,202444,3.96,6997,The Phantom of the Opera,0
289,1982,Stephen King,['World Fantasy Award Nominee for Best Anthology/Collection (1982)'],"['Horror', 'Fiction', 'Short Stories']",https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,560,180693,4.34,4694,Different Seasons,0
290,1988,Salman Rushdie,"['Booker Prize Nominee (1988)', 'Whitbread Award for Novel (1988)']","['Fiction', 'Magical Realism', 'Classics']",https://www.goodreads.com/book/show/12781.The_Satanic_Verses,561,57468,3.70,3814,The Satanic Verses,0
291,,Joseph Campbell,,"['Nonfiction', 'Fantasy', 'Mythology']",https://www.goodreads.com/book/show/35519.The_Power_of_Myth,320,45320,4.26,1844,The Power of Myth,1
292,1946,Franz Kafka,,"['Fiction', 'Short Stories', 'Classics']",https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,486,23829,4.35,655,The Complete Stories,0
293,1987,Tom Wolfe,"['Ambassador Book Award for Fiction (1988)', 'National Book Critics Circle Award Nominee for Fiction (1987)']","['Fiction', 'Classics', 'Novels']",https://www.goodreads.com/book/show/22904.The_Complete_Stories,690,73369,3.85,2937,The Bonfire of the Vanities,0
294,1996,Helen Fielding,"['Audie Award for Solo Narration - Female (2000)', 'British Book of the Year (1998)']","['Fiction', 'Womens Fiction', 'Chick Lit']",https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,288,890667,3.78,9931,Bridget Jones's Diary,1
295,1937,Isak Dinesen,,"['Nonfiction', 'Cultural', 'Africa']",https://www.goodreads.com/book/show/781787.Out_of_Africa,401,35823,3.92,2020,Out of Africa,0
296,1991,Jung Chang,"['NCR Book Award (1992)', 'British Book Award (1993)']","['Nonfiction', 'History', 'Cultural']",https://www.goodreads.com/book/show/1848.Wild_Swans,562,94390,4.25,5810,Wild Swans: Three Daughters of China,0
297,1956,Albert Camus,,"['Fiction', 'Philosophy', 'Classics']",https://www.goodreads.com/book/show/11991.The_Fall,147,76797,4.02,3267,The Fall,0
298,1913,D.H. Lawrence,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/32071.Sons_and_Lovers,654,47707,3.63,1965,Sons and Lovers,1
299,2000,George R.R. Martin,"['Hugo Award Nominee for Best Novel (2001)', 'Nebula Award Nominee for Best Novel (2001)', 'Locus Award for Best Fantasy Novel (2001)', 'Geffen Award for Best Translated Fantasy Book (2002)', 'Premio Ignotus (2006)', 'Premi Ictineu for Millor novel·la traduïda (2013)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,1177,676858,4.53,22323,A Storm of Swords,1
300,1910,Rainer Maria Rilke,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/93405.The_Notebooks_of_Malte_Laurids_Brigge,237,7234,4.02,436,The Notebooks of Malte Laurids Brigge,0
301,1990,Michael Crichton,"['Audie Award for Science Fiction (2016)', 'Books I Loved Best Yearly (BILBY) Awards for Secondary (1996)', 'South Carolina Book Award for Young Adult Book (1994)', 'Colorado Blue Spruce Young Adult Book Award (1993)', ""Nevada Young Readers' Award for Young Adult Category  (1993)"", 'Evergreen Teen Book Award Nominee (1993)', 'Soaring Eagle Book Award (1995)', 'Iowa Teen Award (1995)']","['Science Fiction', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/40604658-jurassic-park,466,815517,4.04,12860,Jurassic Park,1
302,1985,Chris Van Allsburg,"['Caldecott Medal (1986)', 'Kentucky Bluegrass Award (1987)', ""Buckeye Children's Book Award for K-2 (1991)"", ""Nevada Young Readers' Award for Primary Category/Picture Book Category  (1988)"", 'Little Archer Award (1986)', 'Boston Globe-Horn Book Award Nominee for Picture Book - Honor Book (1986)']","['Childrens', 'Picture Books', 'Childrens']",https://www.goodreads.com/book/show/420282.The_Polar_Express,32,214951,4.31,3565,The Polar Express,0
303,1905,Emmuska Orczy,,"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,182,126300,4.05,6417,The Scarlet Pimpernel,1
304,1946,Nikos Kazantzakis,['Prix du Meilleur Livre Étranger for Roman (1954)'],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/53639.Zorba_the_Greek,335,38561,4.07,4091,Zorba the Greek,0
305,1975,Stephen King,['World Fantasy Award Nominee for Best Novel (1976)'],"['Horror', 'Fiction', 'Paranormal']",https://www.goodreads.com/book/show/11590._Salem_s_Lot,483,342386,4.03,10776,'Salem's Lot,0
306,1985,Anne Rice,"['Locus Award Nominee for Best Fantasy Novel (1986)', 'World Fantasy Award Nominee for Best Novel (1986)']","['Horror', 'Fantasy', 'Paranormal']",https://www.goodreads.com/book/show/667.Anthem,481,179868,4.06,3815,The Vampire Lestat,1
307,1938,Ayn Rand,"['Prometheus Hall of Fame Award (1987)', 'Retro Hugo Award Nominee for Best Novella (2014)']","['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/43814.The_Vampire_Lestat,105,133329,3.63,9300,Anthem,0
308,1971,Wallace Stegner,['Pulitzer Prize for Fiction (1972)'],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/292408.Angle_of_Repose,569,55553,4.22,4524,Angle of Repose,0
309,1964,Ken Kesey,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion,640,21074,4.18,1266,Sometimes a Great Notion,0
310,1901,Beatrix Potter,['Lewis Carroll Shelf Award (1958)'],"['Childrens', 'Classics', 'Childrens']",https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses,72,212275,4.18,2106,The Tale of Peter Rabbit,1
311,1992,Cormac McCarthy,"['National Book Award for Fiction (1992)', 'National Book Critics Circle Award for Fiction (1992)']","['Fiction', 'Westerns', 'Historical']",https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit,302,95307,4.00,6270,All the Pretty Horses,1
312,1923,D.H. Lawrence,,"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,376,104186,3.51,5170,Lady Chatterley's Lover,0
313,1945,Astrid Lindgren,['Lewis Carroll Shelf Award (1973)'],"['Classics', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/19302.Pippi_Longstocking,160,171856,4.13,3904,Pippi Longstocking,1
314,1930,Robert Musil,['Prix du Meilleur Livre Étranger for Roman (1958)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew,725,2912,4.34,230,The Man Without Qualities: Volume I,1
315,1955,C.S. Lewis,,"['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/191940.The_Man_Without_Qualities,221,423906,4.04,13746,The Magician's Nephew,1
316,1956,Allen Ginsberg,,"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/10614.Misery,56,95278,4.12,1750,Howl and Other Poems,0
317,1987,Stephen King,"['Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,370,512905,4.17,13160,Misery,0
318,1988,Stephen Hawking,['Royal Society Science Book Prize Nominee for General Prize (1989)'],"['Science', 'Nonfiction', 'Science']",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,212,314419,4.18,9191,A Brief History of Time,0
319,1952,C.S. Lewis,,"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,248,403930,4.08,7089,The Voyage of the Dawn Treader,1
320,,Stephen King,"['Bram Stoker Award for Best Novel (1996)', 'Audie Award for Fiction, Unabridged (1997)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/175675.Ragtime,592,253937,4.45,8025,The Green Mile,1
321,1975,E.L. Doctorow,"['Nebula Award Nominee for Novel (1976)', 'National Book Critics Circle Award for Fiction (1975)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/11566.The_Green_Mile,320,38408,3.88,2534,Ragtime,0
322,1955,Graham Greene,,"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/3698.The_Quiet_American,180,52351,3.95,3304,The Quiet American,0
323,1960,John Updike,['National Book Award Finalist for Fiction (1961)'],"['Fiction', 'Classics', 'Novels']",https://www.goodreads.com/book/show/85386.Rabbit_Run,325,55671,3.58,3332,"Rabbit, Run",1
324,1948,Rainer Maria Rilke,"['Harold Morton Landon Translation Award (1984)', 'Schlegel-Tieck Prize for Ian Crockatt (2013)']","['Poetry', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/46114.The_Waves,356,14362,4.39,464,The Selected Poetry of Rainer Maria Rilke,0
325,1931,Virginia Woolf,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/46201.The_Selected_Poetry_of_Rainer_Maria_Rilke,297,28798,4.15,2418,The Waves,0
326,1969,John Fowles,['WH Smith Literary Award (1970)'],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/29641.The_End_of_the_Affair,470,47243,3.87,1713,The French Lieutenant's Woman,0
327,1951,Graham Greene,['Audie Award for Audio (2013)'],"['Fiction', 'Classics', 'Romance']",https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman,160,54077,3.91,4691,The End of the Affair,0
328,1962,Vladimir Nabokov,['National Book Award Finalist for Fiction (1963)'],"['Fiction', 'Classics', 'Poetry']",https://www.goodreads.com/book/show/7805.Pale_Fire,246,44783,4.11,2676,Pale Fire,0
329,1959,Walter M. Miller Jr.,"['Hugo Award for Best Novel (1961)', 'Locus Award for All-Time Best Novel (1975)']","['Science Fiction', 'Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,334,95920,3.97,4845,A Canticle for Leibowitz,1
330,1958,Fred Gipson,"['Newbery Medal Nominee (1957)', 'Nene Award (1966)', ""Pacific Northwest Library Association Young Reader's Choice Award (1959)"", ""William Allen White Children's Book Award (1959)"", 'Oklahoma Sequoyah Award (1959)']","['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/130580.Old_Yeller,132,87477,4.08,2241,Old Yeller,1
331,1998,George R.R. Martin,"['Nebula Award Nominee for Best Novel (1999)', 'Locus Award for Best Fantasy Novel (1999)', 'Premio Ignotus for Novela extranjera (2004)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,969,801431,4.41,24117,A Clash of Kings,1
332,1960,Lawrence Durrell,,"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/801754.The_Decline_of_the_West,884,11235,4.17,452,The Alexandria Quartet,1
333,1918,Oswald Spengler,,"['History', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/13033.The_Alexandria_Quartet,492,1534,4.06,113,The Decline of the West,0
334,1957,Nevil Shute,,"['Fiction', 'Science Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/902.The_Westing_Game,296,35801,3.95,2618,On the Beach,0
335,1978,Ellen Raskin,"['Newbery Medal (1979)', 'Banta Award', ""Dorothy Canfield Fisher Children's Book Award Nominee (1980)"", 'Boston Globe-Horn Book Award for Fiction (1978)', ""National Book Award Finalist for Children's Book, Fiction (Paperback) (1981)"", ""Virginia Reader's Choice""]","['Mystery', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/38180.On_the_Beach,182,171166,4.01,10865,The Westing Game,0
